"","Index","min_alpha","max_alpha","min_theta","max_theta","num","pts","r","stype"
"263","101","4.76","14.29","1.57","2.36","50","12","3.333077902","wt-zrf"
"264","101","4.76","14.29","2.36","3.14","50","195","3.960994836","wt-zrf"
"265","101","42.88","52.4","-0.79","0.0","50","1016","2.979048728","wt-zrf"
"266","101","42.88","52.4","-1.57","-0.79","50","1228","5.1217089","wt-zrf"
"267","101","42.88","52.4","-2.36","-1.57","50","3632","5.818214294","wt-zrf"
"268","101","42.88","52.4","-3.14","-2.36","50","5286","5.620782963","wt-zrf"
"269","101","42.88","52.4","0.0","0.79","50","3732","5.42741504","wt-zrf"
"270","101","42.88","52.4","0.79","1.57","50","4357","10.55430756","wt-zrf"
"271","101","42.88","52.4","1.57","2.36","50","425","3.61443267","wt-zrf"
"272","101","42.88","52.4","2.36","3.14","50","1462","2.721984755","wt-zrf"
"273","101","52.4","61.93","-0.79","0.0","50","2217","4.275639732","wt-zrf"
"274","101","52.4","61.93","-1.57","-0.79","50","4306","4.530277864","wt-zrf"
"275","101","52.4","61.93","-2.36","-1.57","50","4001","6.863092637","wt-zrf"
"276","101","52.4","61.93","-3.14","-2.36","50","243","2.499527165","wt-zrf"
"277","101","52.4","61.93","0.0","0.79","50","2471","5.009302834","wt-zrf"
"278","101","52.4","61.93","0.79","1.57","50","7628","10.0714942","wt-zrf"
"279","101","52.4","61.93","1.57","2.36","50","165","6.622329274","wt-zrf"
"280","101","52.4","61.93","2.36","3.14","50","250","6.915047514","wt-zrf"
"281","101","61.93","71.46","-0.79","0.0","50","745","4.126996202","wt-zrf"
"282","101","61.93","71.46","-1.57","-0.79","50","570","7.232666572","wt-zrf"
"283","101","61.93","71.46","-2.36","-1.57","50","97","4.721868784","wt-zrf"
"284","101","61.93","71.46","-3.14","-2.36","50","0",NA,"wt-zrf"
"285","101","61.93","71.46","0.0","0.79","50","2696","6.007487683","wt-zrf"
"286","101","61.93","71.46","0.79","1.57","50","3490","9.607644298","wt-zrf"
"287","101","61.93","71.46","1.57","2.36","50","10","3.900285856","wt-zrf"
"288","101","61.93","71.46","2.36","3.14","50","0",NA,"wt-zrf"
"289","101","71.46","80.99","-0.79","0.0","50","134","9.282076442","wt-zrf"
"290","101","71.46","80.99","-1.57","-0.79","50","5","12.41487539","wt-zrf"
"291","101","71.46","80.99","-2.36","-1.57","50","0",NA,"wt-zrf"
"292","101","71.46","80.99","-3.14","-2.36","50","0",NA,"wt-zrf"
"293","101","71.46","80.99","0.0","0.79","50","9","6.45872129","wt-zrf"
"294","101","71.46","80.99","0.79","1.57","50","0",NA,"wt-zrf"
"295","101","71.46","80.99","1.57","2.36","50","0",NA,"wt-zrf"
"296","101","71.46","80.99","2.36","3.14","50","0",NA,"wt-zrf"
"297","101","80.99","90.51","-0.79","0.0","50","0",NA,"wt-zrf"
"298","101","80.99","90.51","-1.57","-0.79","50","0",NA,"wt-zrf"
"299","101","80.99","90.51","-2.36","-1.57","50","0",NA,"wt-zrf"
"300","101","80.99","90.51","-3.14","-2.36","50","0",NA,"wt-zrf"
"301","101","80.99","90.51","0.0","0.79","50","0",NA,"wt-zrf"
